0.25 0.25 0.25 0.25
strike 0.01135 0.00275 0.00765 0.0014
prepar 0.010075 0.00475 0.0034 0.0049
protect 0.0049 0.001025 0.006725 0.010475
medal 0.001675 0.0211 2.5e-05 0.0003
ralli 0.004825 0.009625 0.0082 0.00045
quarterli 0.000125 2.5e-05 0.021025 0.001925
histori 0.00345 0.0121 0.00275 0.00475
push 0.00605 0.002125 0.007675 0.007175
low 0.00175 0.002425 0.01625 0.002575
competit 0.001175 0.00655 0.008175 0.007025
democrat 0.020025 0.00025 0.001375 0.001275
senior 0.013125 0.0033 0.00365 0.002825
houston 0.000875 0.01785 0.003125 0.001
live 0.0071 0.002975 0.003775 0.008975
drive 0.003375 0.00595 0.004 0.009475
did 0.004775 0.01075 0.00355 0.003725
oct 0.009125 0.0053 0.004 0.004325
goal 0.00145 0.01825 0.001075 0.001975
trial 0.0101 0.00255 0.00655 0.003525
believ 0.006875 0.007675 0.00185 0.0063
law 0.0086 0.001225 0.0063 0.006475
revenu 0.000575 0.000275 0.014675 0.007075
attempt 0.008 0.00425 0.00415 0.006175
touchdown 0.00025 0.02225 2.5e-05 5e-05
studi 0.00195 0.0006 0.004075 0.0159
few 0.00415 0.006125 0.003725 0.008525
led 0.0057 0.00735 0.006325 0.00305
among 0.006375 0.004575 0.004875 0.0066
join 0.0061 0.0064 0.003725 0.00615
wound 0.0207 0.000875 0.0004 0.00035
area 0.0114 0.001575 0.004075 0.00525
korea 0.016825 0.001875 0.001525 0.002025
tax 0.003325 0.0003 0.01745 0.001175
thousand 0.012325 0.0015 0.00255 0.005825
critic 0.010275 0.002875 0.00275 0.006275
eight 0.007775 0.009 0.002575 0.002825
divis 0.002075 0.011525 0.0048 0.003725
those 0.00435 0.0047 0.00405 0.009
stadium 0.0007 0.02075 0.0005 7.5e-05
suspect 0.018425 0.000575 0.0007 0.00225
net 0.000725 0.005075 0.0101 0.006025
action 0.00615 0.00625 0.004825 0.0047
spend 0.0031 0.001475 0.012 0.0053
health 0.007725 0.000975 0.008875 0.004225
almost 0.0054 0.00465 0.0064 0.00535
bring 0.005975 0.003975 0.00405 0.007725
defeat 0.002925 0.017725 0.00055 0.000525
david 0.002725 0.0145 0.0023 0.0022
terror 0.0196 0.0001 0.0008 0.0012
grand 0.002075 0.0156 0.00135 0.002675
aid 0.01635 0.0003 0.0033 0.001725
advanc 0.0021 0.00485 0.00445 0.010275
barrel 0.00205 0.00015 0.0191 0.0003
kerri 0.01675 0.0013 0.001875 0.001675
arm 0.014175 0.0024 0.003325 0.0017
linux 7.5e-05 2.5e-05 0.000675 0.0208
side 0.003875 0.012425 0.002225 0.003
basebal 0.00065 0.01975 0.00055 0.00055
list 0.00285 0.007325 0.004525 0.00675
human 0.00785 0.0009 0.001 0.011625
3 0.001825 0.00735 0.007375 0.004775
send 0.006125 0.00335 0.005275 0.006525
access 0.002675 0.00015 0.00335 0.0151
inning 0.001775 0.019425 5e-05 2.5e-05
we 0.00265 0.006925 0.0025 0.009175
threaten 0.01215 0.00185 0.003575 0.00365
began 0.0085 0.004875 0.0039 0.003925
18 0.0045 0.006875 0.006925 0.00285
consid 0.00605 0.00415 0.0063 0.0046
food 0.004825 0.000325 0.012125 0.00375
fear 0.00915 0.002125 0.0073 0.002425
william 0.00145 0.016675 0.001575 0.0012
earlier 0.005575 0.003525 0.006425 0.00535
secretari 0.01565 0.00055 0.0035 0.001075
ltd 0.0006 0.000175 0.015525 0.004425
nov 0.0076 0.004925 0.003725 0.004475
same 0.003275 0.005475 0.003875 0.008075
came 0.0048 0.0102 0.003125 0.002575
small 0.0042 0.0014 0.004275 0.010825
manufactur 0.0013 0.0005 0.0115 0.00735
emerg 0.0068 0.0025 0.005925 0.0054
toward 0.00755 0.003875 0.005175 0.004
seek 0.00735 0.001925 0.007075 0.004125
east 0.0092 0.0084 0.00175 0.001125
got 0.002425 0.010825 0.003425 0.003775
toronto 0.00205 0.011075 0.00635 0.00095
popular 0.00355 0.0009 0.0042 0.011675
explos 0.017275 0.0006 0.00065 0.0018
better 0.0026 0.005775 0.004325 0.00755
behind 0.0052 0.0072 0.003075 0.0047
arafat 0.02005 2.5e-05 2.5e-05 7.5e-05
less 0.003675 0.00495 0.005425 0.0061
amid 0.0079 0.0008 0.010025 0.001325
level 0.0025 0.002175 0.0115 0.003875
texa 0.002375 0.01095 0.003475 0.003225
threat 0.009 0.00185 0.00265 0.0065
fuel 0.00355 0.00025 0.01315 0.003025
declin 0.001775 0.001375 0.01355 0.00325
august 0.0029 0.001775 0.011725 0.003525
larg 0.00575 0.0012 0.0062 0.00675
defend 0.003875 0.012475 0.001625 0.001925
lawsuit 0.00145 0.0011 0.008275 0.009
prison 0.0143 0.000425 0.0036 0.0015
21 0.003825 0.0106 0.003225 0.002125
germani 0.00745 0.0051 0.00435 0.002875
cent 0.001475 0.000675 0.015 0.002575
flight 0.0034 0.0009 0.006375 0.009025
quarterback 0.000175 0.019475 2.5e-05 2.5e-05
struggl 0.00395 0.0052 0.008225 0.00225
alreadi 0.003375 0.00575 0.004275 0.0062
darfur 0.01945 2.5e-05 7.5e-05 5e-05
publish 0.0033 0.001025 0.006375 0.0089
station 0.007725 0.000825 0.002225 0.008825
negoti 0.010175 0.002625 0.005775 0.001025
afghanistan 0.0192 7.5e-05 0.000125 0.000175
privat 0.00305 0.001175 0.007975 0.007325
initi 0.002875 0.001025 0.0087 0.0069
unveil 0.001175 0.001225 0.00315 0.0139
yard 0.000875 0.0181 0.000125 0.00035
pari 0.009375 0.0046 0.002925 0.002525
bankruptci 0.000525 0.00015 0.01785 0.0009
4 0.001825 0.00715 0.005675 0.00475
main 0.00795 0.0024 0.005275 0.003725
confirm 0.006675 0.0044 0.0042 0.00405
yet 0.003175 0.006075 0.0039 0.006175
term 0.0085 0.00385 0.004475 0.002475
too 0.00275 0.007175 0.0034 0.005975
offens 0.006525 0.0119 0.000225 0.00065
indian 0.00865 0.006325 0.0022 0.00205
14 0.0047 0.005975 0.005075 0.00345
famili 0.0092 0.002475 0.003725 0.00375
extend 0.004175 0.004225 0.00575 0.004975
project 0.002975 0.00055 0.005 0.010575
canada 0.00395 0.004375 0.0082 0.002575
euro 0.001625 0.00095 0.015725 0.0008
process 0.00665 0.0011 0.00315 0.008175
real 0.001675 0.01015 0.003675 0.00355
local 0.0062 0.002675 0.004575 0.005575
featur 0.000725 0.0021 0.001175 0.014975
acquir 0.000725 0.001775 0.010075 0.0064
opposit 0.015625 0.00095 0.001125 0.00125
watch 0.00505 0.005675 0.003475 0.00475
13 0.004675 0.006475 0.0044 0.003375
current 0.0024 0.002375 0.007 0.00715
carri 0.0087 0.0041 0.0014 0.004725
bodi 0.010375 0.003675 0.001375 0.003425
gave 0.004325 0.007575 0.00465 0.002225
pull 0.0054 0.0069 0.00395 0.0025
sept 0.00885 0.002775 0.004425 0.0027
arsen 0.001025 0.016875 0.000125 0.000675
50 0.004225 0.003 0.0083 0.00315
import 0.004125 0.002675 0.00605 0.00575
georg 0.0099 0.003025 0.003625 0.002
doubl 0.002275 0.00705 0.00585 0.003375
outsid 0.01 0.002675 0.0026 0.00325
chanc 0.003425 0.01045 0.001925 0.002725
lose 0.00175 0.01085 0.003725 0.002175
tour 0.00205 0.015025 0.000575 0.000825
takeov 0.0007 0.00205 0.011525 0.004175
ban 0.007275 0.0054 0.002725 0.00305
151 0.006125 0.0063 0.000675 0.00535
within 0.005025 0.00355 0.003875 0.006
director 0.003525 0.00375 0.007325 0.0038
clear 0.005025 0.0051 0.00485 0.0034
german 0.006425 0.0031 0.00475 0.0041
financ 0.003575 0.001325 0.012325 0.001125
25 0.00405 0.005675 0.0054 0.003225
cash 0.00135 0.001075 0.012075 0.0038
ever 0.003025 0.0054 0.003175 0.0067
insurg 0.01785 7.5e-05 0.000225 0.00015
western 0.013375 0.002 0.0014 0.00145
sudan 0.018025 5e-05 0.0001 5e-05
chines 0.00765 0.002025 0.0057 0.00285
storm 0.010775 0.002825 0.002375 0.00225
island 0.01105 0.00235 0.0011 0.0037
event 0.002875 0.009675 0.001525 0.004125
old 0.003075 0.00885 0.00205 0.0042
expand 0.0028 0.0007 0.007425 0.007225
soon 0.004 0.002925 0.004625 0.006575
nine 0.005975 0.007325 0.0028 0.002025
desktop 5e-05 2.5e-05 0.00085 0.01715
cell 0.0016 0.000275 0.002475 0.0137
white 0.006375 0.006625 0.0018 0.00325
employe 0.003 0.000275 0.011325 0.003425
injuri 0.0019 0.014725 0.000475 0.0009
radio 0.00265 0.001475 0.006425 0.0074
onc 0.0037 0.005275 0.003225 0.005725
break 0.004425 0.0061 0.003875 0.00345
appeal 0.006625 0.0028 0.0047 0.003725
replac 0.00365 0.005325 0.003975 0.0049
activ 0.0059 0.0024 0.004975 0.004575
each 0.00285 0.00635 0.003375 0.00525
african 0.013025 0.002075 0.0019 0.0008
ga 0.004975 0.001075 0.00935 0.0024
paul 0.0046 0.00905 0.001875 0.00225
17 0.004325 0.00665 0.004075 0.002725
16 0.004425 0.0067 0.003775 0.00285
travel 0.00385 0.002025 0.00645 0.005375
until 0.004225 0.005325 0.0032 0.004925
promis 0.006525 0.0022 0.00325 0.0057
violenc 0.0156 0.0005 0.001075 0.0005
messag 0.00245 0.00165 0.001375 0.0122
avail 0.00075 0.001475 0.00155 0.01385
jump 0.001275 0.003075 0.010925 0.00235
legal 0.00355 0.000975 0.005925 0.00715
tie 0.0054 0.00935 0.001675 0.001175
finish 0.001525 0.013525 0.00165 0.00085
5 0.002575 0.006425 0.00565 0.0028
weapon 0.014925 0.00035 0.000625 0.001525
enough 0.002575 0.00625 0.003775 0.0048
minut 0.001975 0.012875 0.000725 0.001775
met 0.0052 0.009375 0.0013 0.001475
money 0.00265 0.003 0.0072 0.004475
far 0.003675 0.00455 0.0045 0.0046
muslim 0.01695 5e-05 0.000175 0.000125
bowl 0.000325 0.016475 0.000275 0.0002
yasser 0.01715 2.5e-05 2.5e-05 7.5e-05
train 0.008475 0.00505 0.0013 0.002425
polici 0.00725 0.001475 0.005425 0.0031
taken 0.006825 0.00365 0.00265 0.0041
involv 0.006 0.003725 0.003975 0.003525
hospit 0.010325 0.0026 0.00305 0.00125
standard 0.001225 0.000925 0.004 0.01105
arriv 0.0084 0.0041 0.001825 0.002875
motor 0.000975 0.00155 0.013075 0.0015
let 0.002025 0.003725 0.003075 0.008275
manchest 0.000525 0.015925 0.00045 0.0002
annual 0.0029 0.001625 0.00885 0.0037
guard 0.0078 0.0076 0.0007 0.000975
bay 0.0034 0.011675 0.001125 0.000825
decad 0.00705 0.001975 0.00435 0.003625
council 0.011025 0.003225 0.001375 0.001375
soni 0.000225 0.00015 0.003325 0.013275
green 0.003525 0.010875 0.00115 0.001375
then 0.002825 0.007725 0.0019 0.004475
seem 0.002475 0.006475 0.002625 0.005325
hundr 0.0094 0.001075 0.002625 0.003775
africa 0.0076 0.00595 0.001775 0.00155
100 0.0051 0.00415 0.003825 0.003775
great 0.003 0.006875 0.0016 0.00535
know 0.00145 0.00755 0.0023 0.00545
suggest 0.004825 0.0018 0.00475 0.005375
pressur 0.00625 0.002425 0.00595 0.002125
stake 0.000975 0.002575 0.011425 0.001775
schedul 0.00325 0.006425 0.0029 0.004175
stand 0.004275 0.007775 0.00255 0.00215
link 0.006375 0.00185 0.00195 0.00655
worri 0.002 0.001725 0.0104 0.002575
urg 0.010825 0.0008 0.0027 0.002375
dead 0.0135 0.0013 0.000475 0.001425
export 0.002825 5e-05 0.012925 0.00085
thing 0.001325 0.007575 0.002425 0.0053
effect 0.00245 0.002125 0.00695 0.0051
introduc 0.0012 0.002025 0.0019 0.0115
strip 0.01375 0.00165 0.000825 0.0004
coast 0.00905 0.003275 0.001825 0.002425
reduc 0.00255 0.001025 0.00905 0.0039
heart 0.0052 0.003 0.004725 0.003575
terrorist 0.0139 0.000275 0.00095 0.00135
beij 0.0094 0.002775 0.002375 0.001925
park 0.001675 0.010975 0.00175 0.00205
survey 0.00185 0.000225 0.008325 0.005975
pm 0.001725 0.009925 0.001125 0.0036
protest 0.0123 0.0014 0.001875 0.000775
delay 0.00445 0.001975 0.0048 0.0051
slow 0.001825 0.001675 0.0099 0.0029
candid 0.0107 0.0019 0.00145 0.00225
miami 0.001275 0.0142 0.000325 0.0005
host 0.001425 0.0086 0.00115 0.0051
seattl 0.0004 0.01115 0.001425 0.0033
went 0.00385 0.00745 0.0024 0.00255
spain 0.003275 0.0108 0.001025 0.00115
save 0.003075 0.003325 0.005875 0.00395
figur 0.004075 0.00325 0.00615 0.0027
card 0.00085 0.0042 0.0039 0.007225
toni 0.011675 0.0034 0.00055 0.000525
updat 0.00055 0.0003 0.001625 0.0136
reject 0.00665 0.002025 0.0049 0.0025
further 0.004275 0.002075 0.0066 0.003125
enter 0.004425 0.003525 0.002725 0.005375
qualifi 0.0008 0.0146 0.00025 0.00035
expert 0.003775 0.00065 0.002475 0.00905
potenti 0.002675 0.00255 0.0049 0.005825
al 0.008925 0.00645 0.0003 0.000275
practic 0.00105 0.00795 0.004875 0.002075
resign 0.0053 0.00495 0.0039 0.0018
cp 0.008225 0.002925 0.004275 0.000525
think 0.0017 0.0057 0.00265 0.005875
holiday 0.00165 0.00065 0.009125 0.0045
madrid 0.002575 0.012825 0.0002 0.000325
retir 0.001875 0.007125 0.005625 0.0013
career 0.00125 0.013575 0.000575 0.0005
tv 0.003375 0.00295 0.002725 0.006825
islam 0.0152 0.000175 0.00025 0.000225
troubl 0.005825 0.0032 0.0048 0.002
moscow 0.00795 0.003025 0.004025 0.000775
19 0.00305 0.0061 0.004475 0.002125
movi 0.00185 0.00075 0.003375 0.00975
suffer 0.00395 0.006575 0.002575 0.002625
children 0.009775 0.00065 0.00215 0.003125
surg 0.002275 0.00125 0.010375 0.001725
rocket 0.006025 0.00305 0.0003 0.00625
colleg 0.000675 0.0119 0.000925 0.002125
reveal 0.003 0.00375 0.003225 0.0056
owner 0.000475 0.00675 0.005025 0.0033
risk 0.003325 0.000975 0.00615 0.0051
track 0.001725 0.005475 0.00215 0.0062
heat 0.00135 0.004075 0.007625 0.00245
stage 0.003975 0.0075 0.002 0.002
must 0.0055 0.00335 0.003275 0.00335
settl 0.000975 0.001575 0.010075 0.002825
town 0.01135 0.00175 0.00105 0.001275
download 0.000125 2.5e-05 0.000975 0.014275
equip 0.002025 0.00035 0.006325 0.0067
crash 0.006925 0.004 0.001075 0.003375
medic 0.00645 0.001225 0.00495 0.0027
64 0.001125 0.012425 0.0005 0.001275
atlanta 0.000625 0.01135 0.00275 0.0006
express 0.00485 0.00275 0.00445 0.00325
italian 0.008525 0.003425 0.00285 0.0005
ipod 2.5e-05 2.5e-05 0.00105 0.014175
nfl 0.00015 0.0143 0.000175 0.000625
domin 0.00225 0.006 0.002025 0.00495
enterpris 0.000125 0.0001 0.002625 0.01235
water 0.0049 0.001375 0.00225 0.0066
tool 0.0004 0.000125 0.001475 0.013125
known 0.003875 0.0023 0.0023 0.006625
everi 0.002225 0.00585 0.0023 0.004675
7 0.001775 0.007 0.0037 0.002575
respons 0.007425 0.0012 0.0025 0.0039
disput 0.006925 0.001475 0.004575 0.00205
tournament 0.000475 0.014275 7.5e-05 0.000175
yahoo 2.5e-05 2.5e-05 0.001475 0.013425
labor 0.0048 0.0013 0.008125 0.000725
lift 0.00345 0.005125 0.00525 0.0011
carrier 0.00095 7.5e-05 0.010425 0.003475
never 0.0028 0.00725 0.0017 0.0031
sent 0.00445 0.0035 0.003125 0.0037
surpris 0.002575 0.005525 0.0043 0.00235
damag 0.004275 0.00185 0.0043 0.004325
basketbal 0.000525 0.0139 0.0002 0.000125
pitch 0.0012 0.012175 0.0005 0.00085
imag 0.002075 0.000775 0.001775 0.010025
form 0.002125 0.0038 0.00305 0.00565
24 0.003675 0.0053 0.003875 0.001775
eu 0.008925 5e-05 0.003975 0.0016
ship 0.001375 0.0002 0.00245 0.0105
detroit 0.0005 0.010725 0.002925 0.000325
tiger 0.00205 0.0113 0.000225 0.000875
newspap 0.0056 0.001425 0.00545 0.00195
ground 0.00425 0.003675 0.003475 0.003025
relat 0.0055 0.0006 0.005225 0.003075
poll 0.010175 0.002125 0.00085 0.001225
stay 0.00325 0.0051 0.003725 0.002275
illeg 0.00375 0.00085 0.00265 0.0071
jet 0.00285 0.006325 0.0029 0.002275
machin 0.00115 0.000425 0.002525 0.010225
suspend 0.004675 0.005975 0.00205 0.00155
sold 0.000625 0.000725 0.00675 0.00615
averag 0.00115 0.0013 0.010275 0.001475
land 0.00505 0.0022 0.002325 0.004625
ceo 0.0001 0.000175 0.0065 0.0074
full 0.003575 0.003275 0.00305 0.004225
playoff 0.000475 0.0135 5e-05 7.5e-05
shop 0.00155 0.000525 0.006725 0.005275
connect 0.001975 0.001025 0.002675 0.0084
estim 0.0016 0.0002 0.009225 0.00305
later 0.00325 0.0033 0.0036 0.0039
award 0.002875 0.0062 0.0016 0.003375
philadelphia 0.000275 0.010625 0.001975 0.001175
seen 0.00425 0.00235 0.003325 0.0041
wide 0.002325 0.00465 0.003125 0.003925
worth 0.0011 0.0026 0.007025 0.003275
calif 0.0014 0.004325 0.0024 0.00585
brown 0.000675 0.0103 0.002425 0.000575
readi 0.00435 0.003875 0.001775 0.00395
pick 0.001725 0.0073 0.00295 0.00195
benefit 0.00105 0.00065 0.009275 0.0029
rank 0.001175 0.00685 0.00295 0.002875
kidnap 0.013375 0.00025 7.5e-05 0.00015
captain 0.001 0.0125 5e-05 0.0003
blue 0.00115 0.005325 0.0037 0.00365
loui 0.00055 0.011925 0.0008 0.00055
staff 0.004625 0.003225 0.004025 0.00195
singl 0.001725 0.0065 0.00135 0.004225
book 0.0015 0.003675 0.00355 0.005075
controversi 0.004675 0.003975 0.002325 0.0028
statement 0.00605 0.00205 0.00295 0.0027
special 0.0034 0.002175 0.00275 0.0054
discuss 0.005275 0.0021 0.002975 0.003375
decemb 0.00215 0.0026 0.00445 0.004525
cite 0.002525 0.00115 0.0069 0.003125
eas 0.002975 0.001275 0.008325 0.001125
suicid 0.012825 2.5e-05 0.000375 0.000475
confid 0.0028 0.0035 0.0059 0.001475
winter 0.000825 0.00315 0.008675 0.001025
differ 0.002725 0.003375 0.002175 0.00535
short 0.00265 0.004825 0.003375 0.00275
plant 0.003075 0.0001 0.0066 0.003825
mike 0.0004 0.01145 0.000275 0.00145
withdraw 0.010125 0.000925 0.00205 0.000475
processor 5e-05 2.5e-05 0.00075 0.012725
outlook 0.000825 0.000275 0.01005 0.002375
though 0.00205 0.0044 0.003825 0.00325
sharehold 0.0002 0.00045 0.0111 0.001775
spokesman 0.00965 0.000725 0.0016 0.001525
black 0.0041 0.00275 0.004625 0.001875
fresh 0.004475 0.00135 0.005775 0.001725
steve 0.000675 0.007925 0.000825 0.0039
partner 0.0016 0.001475 0.004625 0.005625
repres 0.0038 0.00185 0.00455 0.003125
republican 0.01 0.000125 0.002125 0.001075
hard 0.0014 0.003275 0.002125 0.00645
40 0.003675 0.004275 0.0027 0.0026
22 0.003075 0.006125 0.0022 0.001825
avoid 0.0037 0.00275 0.00475 0.002
2006 0.001225 0.005675 0.002975 0.0033
satellit 0.001275 0.0004 0.004825 0.00665
abov 0.00125 0.000875 0.009175 0.00185
airway 0.0012 5e-05 0.01175 0.000125
block 0.00285 0.002275 0.003675 0.0043
mission 0.004 0.000475 0.0004 0.008225
deliv 0.003 0.0015 0.002675 0.0059
celebr 0.00375 0.0062 0.0014 0.0017
plane 0.006325 0.0014 0.00305 0.002275
given 0.003225 0.004275 0.00275 0.002775
doe 0.002775 0.0031 0.002875 0.004225
tech 0.0002 0.005175 0.002975 0.0046
accept 0.0044 0.0033 0.003425 0.001825
camp 0.008575 0.003175 0.00055 0.00065
aug 0.0043 0.0031 0.003575 0.0019
browser 5e-05 2.5e-05 0.0001 0.0127
earth 0.0011 0.000475 0.0004 0.01085
rang 0.0024 0.000725 0.004525 0.005175
homer 0.000925 0.01175 5e-05 0.0001
airport 0.005725 0.000675 0.004675 0.001725
young 0.0038 0.005875 0.001025 0.002075
speed 0.0014 0.002175 0.0014 0.00775
acquisit 0.0001 0.000325 0.008375 0.003925
total 0.002075 0.0035 0.003875 0.00325
purchas 0.00035 0.000725 0.006575 0.005025
cricket 0.0008 0.0118 5e-05 2.5e-05
road 0.004075 0.005275 0.00115 0.00215
2003 0.001875 0.0028 0.003 0.004975
explor 0.000525 0.000175 0.0013 0.010625
edg 0.001675 0.003675 0.005125 0.00215
crisi 0.009275 0.0009 0.002 0.00045
draw 0.0016 0.008325 0.000975 0.0017
direct 0.004125 0.0015 0.0035 0.003475
commerci 0.001725 0.000625 0.004325 0.0059
blair 0.011825 7.5e-05 0.000375 0.000275
forward 0.00215 0.0067 0.001525 0.00215
asian 0.0048 0.0006 0.00535 0.00175
pilot 0.001225 0.00045 0.0077 0.0031
abl 0.0017 0.00295 0.001525 0.0063
singapor 0.001825 0.000125 0.009 0.0015
winner 0.0018 0.0088 0.000675 0.001175
athlet 0.000325 0.0108 0.00075 0.000575
advertis 0.000775 0.00035 0.00565 0.00565
focu 0.002 0.00105 0.003925 0.005425
memori 0.001325 0.00245 0.001625 0.007
storag 0.00015 2.5e-05 0.001325 0.0109
6 0.00175 0.004975 0.003575 0.002075
ivan 0.005025 0.0017 0.004725 0.000925
thought 0.0023 0.004 0.00235 0.0037
blast 0.00885 0.00105 0.0004 0.00205
debat 0.0073 0.001125 0.0016 0.002325
minnesota 0.0007 0.0109 0.0003 0.00045
debt 0.002 0.0003 0.0099 0.00015
wait 0.00225 0.0049 0.00225 0.002925
entertain 0.00025 0.000875 0.004425 0.006775
23 0.002825 0.004425 0.0032 0.001875
senat 0.0071 0.00065 0.00275 0.00175
vehicl 0.004125 0.00035 0.004825 0.00295
whose 0.003675 0.00275 0.002675 0.003125
summer 0.00155 0.005525 0.003075 0.00205
appar 0.0054 0.002675 0.00125 0.002875
predict 0.00145 0.0021 0.0038 0.004825
jone 0.0013 0.006775 0.003775 0.000325
ireland 0.005375 0.0042 0.00125 0.00135
model 0.000775 0.00075 0.00235 0.008275
our 0.001325 0.001775 0.002275 0.006775
spot 0.001825 0.005425 0.001175 0.003725
w 0.0074 0.000575 0.003075 0.0011
light 0.002675 0.002075 0.003325 0.004025
crowd 0.0039 0.00585 0.000725 0.001625
committe 0.00315 0.004625 0.002525 0.001775
voter 0.008925 0.00045 0.0006 0.002075
soccer 0.000475 0.010975 0.000125 0.000475
check 0.001725 0.0012 0.0048 0.0043
evid 0.003525 0.0011 0.002725 0.004675
assist 0.00195 0.006775 0.001025 0.002275
afghan 0.0119 2.5e-05 5e-05 2.5e-05
dozen 0.0074 0.00085 0.001275 0.00245
hear 0.00245 0.003025 0.0036 0.0029
safeti 0.0019 0.00245 0.004475 0.003125
along 0.003975 0.0024 0.001825 0.003725
greec 0.003275 0.007625 0.000575 0.00045
closer 0.002475 0.0046 0.0021 0.00275
attorney 0.001675 0.0015 0.006475 0.00225
rebound 0.000325 0.0067 0.0045 0.000375
hotel 0.003725 0.00135 0.005725 0.001075
wit 0.008725 0.00125 0.00085 0.00105
cbsmw 0.0001 0.0001 0.0111 0.000575
roll 0.001475 0.00325 0.00155 0.005575
9 0.004125 0.002975 0.00245 0.0023
chain 0.00055 0.000225 0.009425 0.00165
sharon 0.011525 2.5e-05 0.000175 0.000125
these 0.00135 0.003375 0.001425 0.005675
interim 0.0092 0.0007 0.001325 0.000575
januari 0.005125 0.0014 0.0027 0.002575
davi 0.00025 0.007575 0.00025 0.0037
limit 0.0017 0.001525 0.004925 0.003625
becam 0.001825 0.0066 0.001625 0.001725
condit 0.004975 0.002275 0.002425 0.002075
semifin 0.000675 0.011025 2.5e-05 2.5e-05
credit 0.000575 0.000775 0.007825 0.00255
measur 0.003775 0.001075 0.003425 0.00345
option 0.000775 0.003675 0.00345 0.003825
fraud 0.0022 0.0001 0.006375 0.00305
word 0.003 0.003375 0.001175 0.004175
care 0.004475 0.001625 0.003475 0.002125
johnson 0.0003 0.005825 0.004575 0.001
nasdaq 0.000325 7.5e-05 0.005425 0.005875
huge 0.00365 0.0024 0.002825 0.0028
veri 0.001925 0.00365 0.00175 0.00435
marin 0.005725 0.004275 0.0004 0.00125
serv 0.003675 0.0026 0.003125 0.00225
8 0.0014 0.00335 0.004525 0.00235
juli 0.001475 0.00205 0.006 0.00205
mean 0.0021 0.0029 0.002375 0.0042
moon 0.000375 0.000275 7.5e-05 0.01085
middl 0.007025 0.00215 0.0013 0.0011
prize 0.003 0.001575 0.000675 0.006275
cours 0.001975 0.00635 0.001025 0.002125
driver 0.003175 0.00605 0.000825 0.0014
deficit 0.00105 0.002475 0.00765 0.00025
view 0.0023 0.001125 0.0026 0.0054
declar 0.006325 0.00175 0.0018 0.001525
settlement 0.004825 0.000325 0.004475 0.001775
clash 0.006475 0.0041 0.000425 0.0004
